Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,preset_Disease_Core,preset_Disease_Dengue,preset_Disease_Mpox,preset_Disease_Nigeria_Mpox,preset_UK-CCP_Generic
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_ppo2_kpa,number,Partial Pressure Oxygen (kPa),,number,2,26,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_lymphleuk,number,Lymphocytes/Leukocytes (%),,number,0,100,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_neutrleuk,number,Neutrophils/Leukocytes (%),,number,0,100,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_activatedp,number,Activated PTT/Standard ratio,,number,0.5,3.3,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_eosinophil,number,Eosinophils (10^9/L),,number,0,2,,[daily_datalab]='1',,,,1,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_haemoga1c,,Haemoglobin A1C (select units),,,,,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_haemoga1c_pcnt,number,Haemoglobin A1C (%),,number,0,24,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_haemoga1c_mmolmo,number,Haemoglobin A1C (mmol/mol),,number,0,239,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_erythrosed,number,Erythrocyte Sedimentation Rate (mm/h),,number,0,120,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_cd4,,CD4 (select units),,,,,,[daily_datalab]='1',1,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_cd4_106l,number,CD4 (10^6/L),,number,0,2000,,[daily_datalab]='1',1,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_cd4_mm3,number,CD4 (mm^3),,number,,,,[daily_datalab]='1',1,,,1,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_oxygensat,number,Oxygen Saturation (%),,number,20,100,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_alkalineph,number,Alkaline Phosphatase (U/L),,number,0,2940,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_phosphate,number,Phosphate,,number,,,,[daily_datalab]='1',,,,1,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_cholest,number,Cholesterol (mmol/L),,number,0,15,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_magnesium,number,Magnesium (mmol/L),,number,0.5,2.9,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_monocytes,,Monocytes (select units),,,,,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_monocytes_109l,number,Monocytes (10^9/L),,number,0,80,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_monocytes_106l,number,Monocytes (10^6/L),,number,0,1775,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_monoleuko,number,Monocytes/Leukocytes (%),,number,0,15,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_eosinophil,number,Eosinophils/Leukocytes (%),,number,0,20,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_basophilsl,number,Basophils/Leukocytes (%),,number,0,20,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_erymeancorvol,number,Ery. Mean Corpuscular Volume (fL),,number,50,120,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_troponint,number,Troponin T (ng/L),,number,0,440,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_basophils,number,Basophils (10^9/L),,number,0,0.2,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_auerrods,number,Auer Rods (10^6/L),,number,27,1200,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_pparterial,number,PP Arterial O2/Fraction Inspired O2,,number,74,545,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_fibrinofunc,number,"Fibrinogen, Functional ",,number,0,1000,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_amylase,number,Amylase (U/L),,number,0,550,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_urate,,Urate (select units),,number,,,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_urate_umoll,number,Urate (umol/L),,number,0,1200,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_urate_mgdl,number,Urate (mg/Dl),,number,0,20,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_tropit3,,Troponin I Type 3 (select units),,,,,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_tropit3_ngl,number,Troponin I Type 3 (ng/L),,number,0,110,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_tropit3_ngml,number,Troponin I Type 3 (ng/ml),,number,0,276,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_prothrombi,number,Prothrombin Time Actual/Control (%),,number,,,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_thrombinti,number,Thrombin Time (sec),,number,0,36,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_platelethe,number,Platelet Hematocrit (%),,number,0,70,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_neutropseg,number,"Neutrophils, Segmented (10^6/L)",,number,,,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_calcium,number,Calcium (mmol/L),,number,1.75,4,,[daily_datalab]='1',,,,1,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_erymeancorhgb,number,Ery. Mean Corpuscular HGB Concentration (g/L),,number,200,360,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_iron,number,Iron (umol/L),,number,0,36,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_directbili,number,Direct Bilirubin (umol/L),,number,0,257,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_erymeancorhe,number,Ery. Mean Corpuscular Hemoglobin (pg),,number,20,36,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_erythro,number,Erythrocytes (10^12/L),,number,0,7,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_erythrodist,number,Erythrocytes Distribution Width (%),,number,0,25,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_glomerular,number,"Glomerular Filtration Rate, Estimated (mL/min/173m^2)",,number,0,180,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_deoxyhemo,number,Deoxyhemoglobin (%),,number,0,100,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_calciumion,number,"Calcium, Ionized (mmol/L)",,number,0.5,1.75,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_chloride,,Chloride (select units),,,,,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_chloride_meql,number,Chloride (mEq/L),,number,80,175,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_chloride_mmoll,number,Chloride (mmol/L),,number,80,175,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_calciumionph,number,"Calcium, Ionized pH Adjusted (mmol/L)",,number,0.5,1.75,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_co2,number,Carbon Dioxide (mmol/L),,number,0,40,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_oxyhemoglo,number,Oxyhemoglobin (%),,number,20,100,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_carboxyhem,number,Carboxyhemoglobin (%),,number,0,50,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_methemoglo,number,Methemoglobin (%),,number,0,70,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_meanplate,number,Mean Platelet Volume (fL),,number,0,20,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_cortisol,,Cortisol (select units),,,,,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_cortisol_ugdl,number,Cortisol (ug/dL),,number,0,100,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_cortisol_nmoll,number,Cortisol (nmol/L),,number,0,2500,,[daily_datalab]='1',,,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_hiv,number,HIV Serology (once only),,,,,,[daily_datalab]='1',,,,1,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_malaria,group,MALARIA,,,,,,,,,,1,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_malaria_yn,radio,Malaria test performed,"1, Yes | 0, No | 99, Unknown",,,,,[daily_datalab]='1',,,,1,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_malaria_date,date_dmy,Malaria test date,,date_dmy,,today,,[labs_malaria_yn]='1',,,,1,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_malaria_test,radio,Malaria test type,"1, Rapid antigen test | 2, Malaria film",,,,,[labs_malaria_yn]='1',,,,1,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,labs_malaria_res,radio,Malaria test result,"1, Positive | 0, Negative | 99, Unknown",,,,,[labs_malaria_yn]='1',,,,1,
daily,IMAGING,daily_dataimagi,radio,Enter Imaging data for this date?,"1, Yes | 0, No",,,,,,1,1,1,1,
daily,IMAGING,imagi_xray,group,X-Ray,,,,,,[daily_dataimagi]='1',1,1,1,1,
daily,IMAGING,imagi_xray_yn,radio,Was a chest X-Ray performed?,"1, Yes | 0, No | 99, Unknown",,,,,[daily_dataimagi]='1',1,1,1,1,
daily,IMAGING,imagi_xray_date,date_dmy,Chest X-Ray date ,,date_dmy,,today,,[imagi_xray_yn] = '1',1,1,1,1,
daily,IMAGING,imagi_xray_result,checkbox,Chest X-Ray result,"1, Normal | 2, Pulmonary oedema | 3, Pneumonia | 4, Pleural effusion | 88, Other",,,,,[imagi_xray_yn] = '1',1,1,1,1,
daily,IMAGING,imagi_xray_resultoth,text,Describe other chest X-Ray result,,,,,,[imagi_xray_result(88)]='1',1,1,1,1,
daily,IMAGING,imagi_xray_resultpleu,checkbox,Side(s) where pleural effusion identified ,"1, Right | 2, Left",,,,,[imagi_xray_result(4)]='1',1,1,1,1,
daily,IMAGING,imagi_ct,group,CT,,,,,,,1,,1,,
daily,IMAGING,imagi_ct_yn,radio,CT performed,"1, Yes | 0, No | 99, Unknown",,,,,[daily_dataimagi]='1',1,,1,,
daily,IMAGING,imagi_ct_date,date_dmy,CT date ,,date_dmy,,today,,[imagi_ct_yn] = '1',1,,1,,
daily,IMAGING,imagi_ct_infiltra,radio,Lung infiltrates present,"1, Yes | 0, No | 99, Unknown",,,,,[imagi_ct_yn] = '1',1,,1,,
daily,IMAGING,imagi_ultrasound,group,ULTRASOUND,,,,,,,,1,,,
daily,IMAGING,imagi_ultrasound_yn,radio,Was an ultrasound performed?,"1, Yes | 0, No | 99, Unknown",,,,,[daily_dataimagi]='1',,1,,,
daily,IMAGING,imagi_ultrasound_date,date_dmy,Ultrasound date ,,date_dmy,,today,,[imagi_ultrasound_yn] = '1',,1,,,
daily,IMAGING,imagi_ultrasound_asc,radio,Ascites,"1, Yes | 0, No | 99, Unknown",,,,,[imagi_ultrasound_yn] = '1',,1,,,
daily,IMAGING,imagi_ultrasound_ascsit,radio,Ascites grading,"1, Small | 2, Moderate | 3, Severe",,,,,[imagi_ultrasound_asc] = '1',,1,,,
daily,IMAGING,imagi_ultrasound_pleff,radio,Pleural effusion,"1, Yes | 0, No | 99, Unknown",,,,,[imagi_ultrasound_yn] = '1',,1,,,
daily,IMAGING,imagi_ultrasound_plefr,number,Pleural effusion right size (cm),,number,,,,[imagi_ultrasound_pleff] = '1',,1,,,
daily,IMAGING,imagi_ultrasound_plefl,number,Pleural effusion left size (cm),,number,,,,[imagi_ultrasound_pleff] = '1',,1,,,
daily,IMAGING,imagi_ultrasound_peric,radio,Pericardial effusion,"1, Yes | 0, No | 99, Unknown",,,,,[imagi_ultrasound_yn] = '1',,1,,,
daily,IMAGING,imagi_ultrasound_perics,number,Pericardial effusion size (cm),,number,,,,[imagi_ultrasound_peric] = '1',,1,,,
daily,IMAGING,imagi_liversize,number,Liver size (cm),,number,,,,[imagi_ultrasound_yn] = '1',,1,,,
